9410 ; capteur   4 ; 61.36 ; mm
9420 ; temperature ; 26.76 ; °C
9434 ; capteur   1 ; 62.56 ; mm
9446 ; capteur   2 ; 72.42 ; mm
9458 ; capteur   3 ; 54.74 ; mm
9469 ; capteur   4 ; 61.46 ; mm
9480 ; temperature ; 26.84 ; °C
9493 ; capteur   1 ; 61.56 ; mm
9506 ; capteur   2 ; 72.34 ; mm
9518 ; capteur   3 ; 54.42 ; mm
9530 ; capteur   4 ; 60.76 ; mm
9540 ; temperature ; 26.92 ; °C
9554 ; capteur   1 ; 63.24 ; mm
9566 ; capteur   2 ; 72.00 ; mm
9578 ; capteur   3 ; 54.40 ; mm
9590 ; capteur   4 ; 61.72 ; mm
9600 ; temperature ; 27.01 ; °C
9613 ; capteur   1 ; 61.86 ; mm
9626 ; capteur   2 ; 72.46 ; mm
9638 ; capteur   3 ; 54.98 ; mm
9650 ; capteur   4 ; 61.90 ; mm
9660 ; temperature ; 27.01 ; °C
9674 ; capteur   1 ; 62.24 ; mm
9686 ; capteur   2 ; 71.54 ; mm
9698 ; capteur   3 ; 54.64 ; mm
9710 ; capteur   4 ; 61.26 ; mm
9720 ; temperature ; 27.09 ; °C
9733 ; capteur   1 ; 61.82 ; mm
9746 ; capteur   2 ; 72.48 ; mm
9758 ; capteur   3 ; 55.08 ; mm
9770 ; capteur   4 ; 62.02 ; mm
9780 ; temperature ; 27.17 ; °C
9794 ; capteur   1 ; 61.76 ; mm
9806 ; capteur   2 ; 71.90 ; mm
9818 ; capteur   3 ; 53.88 ; mm
9830 ; capteur   4 ; 61.68 ; mm
9840 ; temperature ; 27.17 ; °C
9853 ; capteur   1 ; 62.08 ; mm
9865 ; capteur   2 ; 72.22 ; mm
9878 ; capteur   3 ; 53.78 ; mm
9890 ; capteur   4 ; 59.96 ; mm
9900 ; temperature ; 27.25 ; °C
9914 ; capteur   1 ; 62.50 ; mm
9926 ; capteur   2 ; 72.70 ; mm
9938 ; capteur   3 ; 55.02 ; mm
9950 ; capteur   4 ; 61.48 ; mm
9960 ; temperature ; 27.34 ; °C
9974 ; capteur   1 ; 62.56 ; mm
9985 ; capteur   2 ; 72.32 ; mm
9998 ; capteur   3 ; 54.20 ; mm
10010 ; capteur   4 ; 59.92 ; mm
10020 ; temperature ; 27.34 ; °C
10034 ; capteur   1 ; 61.88 ; mm
10046 ; capteur   2 ; 71.70 ; mm
10058 ; capteur   3 ; 53.78 ; mm
10070 ; capteur   4 ; 60.24 ; mm
10080 ; temperature ; 27.42 ; °C
10094 ; capteur   1 ; 61.62 ; mm
10105 ; capteur   2 ; 71.86 ; mm
10118 ; capteur   3 ; 53.70 ; mm
10130 ; capteur   4 ; 59.82 ; mm
10140 ; temperature ; 27.50 ; °C
10154 ; capteur   1 ; 61.64 ; mm
10166 ; capteur   2 ; 71.98 ; mm
10178 ; capteur   3 ; 53.68 ; mm
10190 ; capteur   4 ; 59.78 ; mm
10200 ; temperature ; 27.50 ; °C
10214 ; capteur   1 ; 62.12 ; mm
10225 ; capteur   2 ; 71.80 ; mm
10238 ; capteur   3 ; 53.84 ; mm
10250 ; capteur   4 ; 59.22 ; mm
10260 ; temperature ; 27.59 ; °C
10274 ; capteur   1 ; 61.82 ; mm
10286 ; capteur   2 ; 72.02 ; mm
10298 ; capteur   3 ; 53.56 ; mm
10310 ; capteur   4 ; 59.84 ; mm
10320 ; temperature ; 27.67 ; °C
10334 ; capteur   1 ; 61.50 ; mm
10345 ; capteur   2 ; 72.28 ; mm
10358 ; capteur   3 ; 53.42 ; mm
10370 ; capteur   4 ; 60.24 ; mm
10380 ; temperature ; 27.67 ; °C
10394 ; capteur   1 ; 61.68 ; mm
10406 ; capteur   2 ; 72.04 ; mm
10418 ; capteur   3 ; 53.32 ; mm
10430 ; capteur   4 ; 59.42 ; mm
10440 ; temperature ; 27.75 ; °C
10454 ; capteur   1 ; 62.12 ; mm
10465 ; capteur   2 ; 72.26 ; mm
10477 ; capteur   3 ; 54.00 ; mm
10490 ; capteur   4 ; 58.76 ; mm
10500 ; temperature ; 27.84 ; °C
10514 ; capteur   1 ; 61.32 ; mm
10526 ; capteur   2 ; 72.06 ; mm
10538 ; capteur   3 ; 53.84 ; mm
10550 ; capteur   4 ; 59.00 ; mm
10560 ; temperature ; 27.84 ; °C
10574 ; capteur   1 ; 60.44 ; mm
10586 ; capteur   2 ; 71.84 ; mm
10597 ; capteur   3 ; 53.78 ; mm
10610 ; capteur   4 ; 58.68 ; mm
10620 ; temperature ; 27.92 ; °C
10634 ; capteur   1 ; 60.40 ; mm
10646 ; capteur   2 ; 71.26 ; mm
10658 ; capteur   3 ; 54.38 ; mm
10670 ; capteur   4 ; 58.64 ; mm
10680 ; temperature ; 27.92 ; °C
10694 ; capteur   1 ; 61.02 ; mm
10706 ; capteur   2 ; 72.20 ; mm
10717 ; capteur   3 ; 53.44 ; mm
10730 ; capteur   4 ; 59.12 ; mm
10740 ; temperature ; 28.00 ; °C
10754 ; capteur   1 ; 60.84 ; mm
10766 ; capteur   2 ; 72.00 ; mm
10778 ; capteur   3 ; 52.88 ; mm
10790 ; capteur   4 ; 58.42 ; mm
10800 ; temperature ; 28.09 ; °C
10814 ; capteur   1 ; 59.88 ; mm
10826 ; capteur   2 ; 71.60 ; mm
10837 ; capteur   3 ; 52.66 ; mm
10850 ; capteur   4 ; 58.60 ; mm
10860 ; temperature ; 28.09 ; °C
10874 ; capteur   1 ; 61.00 ; mm
10886 ; capteur   2 ; 71.52 ; mm
10898 ; capteur   3 ; 52.78 ; mm
10910 ; capteur   4 ; 56.98 ; mm
10920 ; temperature ; 28.17 ; °C
10934 ; capteur   1 ; 60.82 ; mm
10946 ; capteur   2 ; 71.74 ; mm
10957 ; capteur   3 ; 52.38 ; mm
10970 ; capteur   4 ; 56.96 ; mm
10980 ; temperature ; 28.25 ; °C
10994 ; capteur   1 ; 59.28 ; mm
11006 ; capteur   2 ; 72.00 ; mm
11018 ; capteur   3 ; 52.52 ; mm
11030 ; capteur   4 ; 57.16 ; mm
11040 ; temperature ; 28.25 ; °C
11054 ; capteur   1 ; 60.34 ; mm
11066 ; capteur   2 ; 71.42 ; mm
11077 ; capteur   3 ; 53.42 ; mm
11089 ; capteur   4 ; 57.68 ; mm
11100 ; temperature ; 28.34 ; °C
11114 ; capteur   1 ; 59.62 ; mm
11126 ; capteur   2 ; 71.86 ; mm
11138 ; capteur   3 ; 52.80 ; mm
11150 ; capteur   4 ; 58.12 ; mm
11160 ; temperature ; 28.34 ; °C
11174 ; capteur   1 ; 59.88 ; mm
11186 ; capteur   2 ; 71.44 ; mm
11198 ; capteur   3 ; 52.92 ; mm
11209 ; capteur   4 ; 57.00 ; mm
11220 ; temperature ; 28.42 ; °C
11234 ; capteur   1 ; 57.92 ; mm
11246 ; capteur   2 ; 70.96 ; mm
11258 ; capteur   3 ; 52.00 ; mm
11270 ; capteur   4 ; 56.42 ; mm
11280 ; temperature ; 28.42 ; °C
11294 ; capteur   1 ; 58.96 ; mm
11306 ; capteur   2 ; 71.66 ; mm
11318 ; capteur   3 ; 51.74 ; mm
11329 ; capteur   4 ; 57.22 ; mm
11340 ; temperature ; 28.50 ; °C
11354 ; capteur   1 ; 59.84 ; mm
11366 ; capteur   2 ; 70.84 ; mm
11378 ; capteur   3 ; 52.42 ; mm
11390 ; capteur   4 ; 55.92 ; mm
11400 ; temperature ; 28.50 ; °C
11414 ; capteur   1 ; 57.64 ; mm
11426 ; capteur   2 ; 72.20 ; mm
11438 ; capteur   3 ; 51.98 ; mm
11449 ; capteur   4 ; 55.84 ; mm
11460 ; temperature ; 28.59 ; °C
11473 ; capteur   1 ; 58.60 ; mm
11486 ; capteur   2 ; 70.54 ; mm
11498 ; capteur   3 ; 51.62 ; mm
11510 ; capteur   4 ; 55.46 ; mm
11520 ; temperature ; 28.59 ; °C
11534 ; capteur   1 ; 58.34 ; mm
11546 ; capteur   2 ; 70.54 ; mm
11558 ; capteur   3 ; 50.90 ; mm
11569 ; capteur   4 ; 55.38 ; mm
11581 ; temperature ; 28.67 ; °C
11593 ; capteur   1 ; 59.02 ; mm
11606 ; capteur   2 ; 71.24 ; mm
11618 ; capteur   3 ; 50.94 ; mm
11630 ; capteur   4 ; 56.08 ; mm
11640 ; temperature ; 28.67 ; °C
11654 ; capteur   1 ; 58.96 ; mm
11666 ; capteur   2 ; 70.34 ; mm
11678 ; capteur   3 ; 51.28 ; mm
11689 ; capteur   4 ; 55.92 ; mm
11700 ; temperature ; 28.76 ; °C
11713 ; capteur   1 ; 57.96 ; mm
11726 ; capteur   2 ; 70.62 ; mm
11738 ; capteur   3 ; 50.80 ; mm
11750 ; capteur   4 ; 55.50 ; mm
11760 ; temperature ; 28.76 ; °C
11774 ; capteur   1 ; 57.80 ; mm
11786 ; capteur   2 ; 71.06 ; mm
11798 ; capteur   3 ; 51.44 ; mm
11810 ; capteur   4 ; 56.54 ; mm
11820 ; temperature ; 28.84 ; °C
11833 ; capteur   1 ; 58.02 ; mm
11846 ; capteur   2 ; 69.92 ; mm
11858 ; capteur   3 ; 51.98 ; mm
11870 ; capteur   4 ; 56.00 ; mm
11880 ; temperature ; 28.84 ; °C
11894 ; capteur   1 ; 57.36 ; mm
11906 ; capteur   2 ; 70.36 ; mm
11918 ; capteur   3 ; 49.86 ; mm
11930 ; capteur   4 ; 55.76 ; mm
11940 ; temperature ; 28.92 ; °C
11953 ; capteur   1 ; 57.28 ; mm
11966 ; capteur   2 ; 70.10 ; mm
11978 ; capteur   3 ; 50.84 ; mm
11990 ; capteur   4 ; 54.42 ; mm
12000 ; temperature ; 28.92 ; °C
12014 ; capteur   1 ; 57.30 ; mm
12026 ; capteur   2 ; 70.58 ; mm
12038 ; capteur   3 ; 50.24 ; mm
12050 ; capteur   4 ; 54.38 ; mm
12060 ; temperature ; 28.92 ; °C
12073 ; capteur   1 ; 57.02 ; mm
12085 ; capteur   2 ; 69.16 ; mm
12098 ; capteur   3 ; 49.96 ; mm
12110 ; capteur   4 ; 54.06 ; mm
12120 ; temperature ; 29.01 ; °C
12134 ; capteur   1 ; 57.02 ; mm
12146 ; capteur   2 ; 69.34 ; mm
12158 ; capteur   3 ; 49.88 ; mm
12170 ; capteur   4 ; 53.12 ; mm
12180 ; temperature ; 29.01 ; °C
12194 ; capteur   1 ; 57.00 ; mm
12205 ; capteur   2 ; 69.18 ; mm
12218 ; capteur   3 ; 49.16 ; mm
12230 ; capteur   4 ; 54.38 ; mm
12240 ; temperature ; 29.09 ; °C
12254 ; capteur   1 ; 57.04 ; mm
12266 ; capteur   2 ; 69.88 ; mm
12278 ; capteur   3 ; 49.28 ; mm
12290 ; capteur   4 ; 54.34 ; mm
12300 ; temperature ; 29.09 ; °C
12314 ; capteur   1 ; 57.24 ; mm
12325 ; capteur   2 ; 69.58 ; mm
12338 ; capteur   3 ; 49.38 ; mm
12350 ; capteur   4 ; 54.10 ; mm
12360 ; temperature ; 29.09 ; °C
12374 ; capteur   1 ; 56.28 ; mm
12386 ; capteur   2 ; 70.44 ; mm
12398 ; capteur   3 ; 49.16 ; mm
12410 ; capteur   4 ; 53.20 ; mm
12420 ; temperature ; 29.18 ; °C
12434 ; capteur   1 ; 56.76 ; mm
12445 ; capteur   2 ; 69.56 ; mm
12458 ; capteur   3 ; 48.62 ; mm
12470 ; capteur   4 ; 53.48 ; mm
12480 ; temperature ; 29.18 ; °C
12494 ; capteur   1 ; 56.28 ; mm
12506 ; capteur   2 ; 70.14 ; mm
12518 ; capteur   3 ; 48.16 ; mm
12530 ; capteur   4 ; 52.92 ; mm
12540 ; temperature ; 29.18 ; °C
12554 ; capteur   1 ; 56.46 ; mm
12565 ; capteur   2 ; 70.14 ; mm
12577 ; capteur   3 ; 48.26 ; mm
12590 ; capteur   4 ; 53.36 ; mm
12600 ; temperature ; 29.26 ; °C
12614 ; capteur   1 ; 56.34 ; mm
12626 ; capteur   2 ; 69.56 ; mm
12638 ; capteur   3 ; 47.88 ; mm
12650 ; capteur   4 ; 53.14 ; mm
12660 ; temperature ; 29.26 ; °C
12674 ; capteur   1 ; 54.96 ; mm
12686 ; capteur   2 ; 68.76 ; mm
12697 ; capteur   3 ; 47.60 ; mm
12710 ; capteur   4 ; 53.02 ; mm
12720 ; temperature ; 29.35 ; °C
12734 ; capteur   1 ; 56.72 ; mm
12746 ; capteur   2 ; 69.54 ; mm
12758 ; capteur   3 ; 47.54 ; mm
12770 ; capteur   4 ; 54.58 ; mm
12780 ; temperature ; 29.35 ; °C
12794 ; capteur   1 ; 55.28 ; mm
12806 ; capteur   2 ; 69.80 ; mm
12817 ; capteur   3 ; 47.34 ; mm
12830 ; capteur   4 ; 54.18 ; mm
12840 ; temperature ; 29.35 ; °C
12854 ; capteur   1 ; 55.44 ; mm
12866 ; capteur   2 ; 68.68 ; mm
12878 ; capteur   3 ; 47.40 ; mm
12890 ; capteur   4 ; 54.20 ; mm
12900 ; temperature ; 29.43 ; °C
12914 ; capteur   1 ; 54.64 ; mm
12926 ; capteur   2 ; 69.22 ; mm
12937 ; capteur   3 ; 47.46 ; mm
12950 ; capteur   4 ; 53.24 ; mm
12960 ; temperature ; 29.43 ; °C
12974 ; capteur   1 ; 53.24 ; mm
12986 ; capteur   2 ; 68.46 ; mm
12998 ; capteur   3 ; 47.16 ; mm
13010 ; capteur   4 ; 53.50 ; mm
13020 ; temperature ; 29.43 ; °C
13034 ; capteur   1 ; 54.34 ; mm
13046 ; capteur   2 ; 70.10 ; mm
13057 ; capteur   3 ; 45.84 ; mm
13070 ; capteur   4 ; 52.72 ; mm
13080 ; temperature ; 29.52 ; °C
13094 ; capteur   1 ; 54.04 ; mm
13106 ; capteur   2 ; 70.00 ; mm
13118 ; capteur   3 ; 46.94 ; mm
13130 ; capteur   4 ; 52.56 ; mm
13140 ; temperature ; 29.52 ; °C
13154 ; capteur   1 ; 54.60 ; mm
13166 ; capteur   2 ; 68.96 ; mm
13177 ; capteur   3 ; 46.26 ; mm
13189 ; capteur   4 ; 52.54 ; mm
13200 ; temperature ; 29.52 ; °C
13214 ; capteur   1 ; 54.24 ; mm
13226 ; capteur   2 ; 69.48 ; mm
13238 ; capteur   3 ; 46.20 ; mm
13250 ; capteur   4 ; 51.84 ; mm
13260 ; temperature ; 29.60 ; °C
13274 ; capteur   1 ; 54.02 ; mm
13286 ; capteur   2 ; 69.02 ; mm
13298 ; capteur   3 ; 45.72 ; mm
13309 ; capteur   4 ; 50.22 ; mm
13320 ; temperature ; 29.60 ; °C
13334 ; capteur   1 ; 53.78 ; mm
13346 ; capteur   2 ; 69.26 ; mm
13358 ; capteur   3 ; 45.74 ; mm
13370 ; capteur   4 ; 50.58 ; mm
13380 ; temperature ; 29.60 ; °C
13394 ; capteur   1 ; 53.78 ; mm
13406 ; capteur   2 ; 68.76 ; mm
13418 ; capteur   3 ; 46.16 ; mm
13429 ; capteur   4 ; 50.48 ; mm
13440 ; temperature ; 29.69 ; °C
13454 ; capteur   1 ; 53.66 ; mm
13466 ; capteur   2 ; 68.16 ; mm
13478 ; capteur   3 ; 44.32 ; mm
13490 ; capteur   4 ; 50.38 ; mm
13500 ; temperature ; 29.69 ; °C
13514 ; capteur   1 ; 54.00 ; mm
13526 ; capteur   2 ; 68.82 ; mm
13538 ; capteur   3 ; 45.30 ; mm
13549 ; capteur   4 ; 51.00 ; mm
13560 ; temperature ; 29.69 ; °C
13573 ; capteur   1 ; 53.34 ; mm
13586 ; capteur   2 ; 68.62 ; mm
13598 ; capteur   3 ; 45.04 ; mm
13610 ; capteur   4 ; 51.42 ; mm
13620 ; temperature ; 29.77 ; °C
13634 ; capteur   1 ; 51.18 ; mm
13646 ; capteur   2 ; 67.60 ; mm
13658 ; capteur   3 ; 44.96 ; mm
13670 ; capteur   4 ; 49.62 ; mm
13680 ; temperature ; 29.77 ; °C
13693 ; capteur   1 ; 52.54 ; mm
13706 ; capteur   2 ; 68.56 ; mm
13718 ; capteur   3 ; 44.84 ; mm
13730 ; capteur   4 ; 50.74 ; mm
13740 ; temperature ; 29.77 ; °C
13754 ; capteur   1 ; 51.90 ; mm
13766 ; capteur   2 ; 68.76 ; mm
13778 ; capteur   3 ; 45.04 ; mm
13790 ; capteur   4 ; 50.04 ; mm
13800 ; temperature ; 29.77 ; °C
13813 ; capteur   1 ; 51.80 ; mm
13826 ; capteur   2 ; 68.06 ; mm
13838 ; capteur   3 ; 43.74 ; mm
13850 ; capteur   4 ; 49.56 ; mm
13860 ; temperature ; 29.86 ; °C
13874 ; capteur   1 ; 52.56 ; mm
13886 ; capteur   2 ; 67.38 ; mm
13898 ; capteur   3 ; 44.86 ; mm
13910 ; capteur   4 ; 49.48 ; mm
13920 ; temperature ; 29.86 ; °C
13934 ; capteur   1 ; 51.80 ; mm
13945 ; capteur   2 ; 68.16 ; mm
13958 ; capteur   3 ; 43.22 ; mm
13970 ; capteur   4 ; 49.82 ; mm
13980 ; temperature ; 29.86 ; °C
13994 ; capteur   1 ; 51.68 ; mm
14006 ; capteur   2 ; 66.74 ; mm
14018 ; capteur   3 ; 43.42 ; mm
14030 ; capteur   4 ; 48.60 ; mm
14040 ; temperature ; 29.94 ; °C
14054 ; capteur   1 ; 50.76 ; mm
14065 ; capteur   2 ; 66.62 ; mm
14078 ; capteur   3 ; 43.64 ; mm
14090 ; capteur   4 ; 49.18 ; mm
14100 ; temperature ; 29.94 ; °C
14114 ; capteur   1 ; 50.82 ; mm
14126 ; capteur   2 ; 67.04 ; mm
14138 ; capteur   3 ; 42.90 ; mm
14150 ; capteur   4 ; 49.00 ; mm
14160 ; temperature ; 29.94 ; °C
14174 ; capteur   1 ; 51.78 ; mm
14185 ; capteur   2 ; 67.10 ; mm
14197 ; capteur   3 ; 41.84 ; mm
14210 ; capteur   4 ; 48.84 ; mm
14220 ; temperature ; 29.94 ; °C
14234 ; capteur   1 ; 50.82 ; mm
14246 ; capteur   2 ; 66.84 ; mm
14258 ; capteur   3 ; 42.92 ; mm
14270 ; capteur   4 ; 48.92 ; mm
14280 ; temperature ; 29.94 ; °C
14294 ; capteur   1 ; 51.84 ; mm
14306 ; capteur   2 ; 66.96 ; mm
14317 ; capteur   3 ; 42.18 ; mm
14330 ; capteur   4 ; 48.22 ; mm
14340 ; temperature ; 29.94 ; °C
14354 ; capteur   1 ; 51.18 ; mm
14366 ; capteur   2 ; 65.86 ; mm
14378 ; capteur   3 ; 42.52 ; mm
14390 ; capteur   4 ; 48.26 ; mm
14400 ; temperature ; 29.86 ; °C
14414 ; capteur   1 ; 50.90 ; mm
14426 ; capteur   2 ; 66.24 ; mm
14437 ; capteur   3 ; 41.92 ; mm
14450 ; capteur   4 ; 47.36 ; mm
14460 ; temperature ; 29.86 ; °C
14474 ; capteur   1 ; 50.66 ; mm
14486 ; capteur   2 ; 65.36 ; mm
14498 ; capteur   3 ; 41.50 ; mm
14510 ; capteur   4 ; 48.12 ; mm
14520 ; temperature ; 29.86 ; °C
14534 ; capteur   1 ; 50.14 ; mm
14546 ; capteur   2 ; 65.98 ; mm
14558 ; capteur   3 ; 41.68 ; mm
14569 ; capteur   4 ; 47.46 ; mm
14580 ; temperature ; 29.77 ; °C
14594 ; capteur   1 ; 51.28 ; mm
14606 ; capteur   2 ; 65.86 ; mm
14618 ; capteur   3 ; 41.30 ; mm
14630 ; capteur   4 ; 47.16 ; mm
14640 ; temperature ; 29.77 ; °C
14654 ; capteur   1 ; 49.92 ; mm
14666 ; capteur   2 ; 65.92 ; mm
14678 ; capteur   3 ; 42.12 ; mm
14689 ; capteur   4 ; 46.02 ; mm
14700 ; temperature ; 29.77 ; °C
14713 ; capteur   1 ; 49.84 ; mm
14726 ; capteur   2 ; 65.26 ; mm
14738 ; capteur   3 ; 40.80 ; mm
14750 ; capteur   4 ; 46.18 ; mm
14760 ; temperature ; 29.69 ; °C
14774 ; capteur   1 ; 50.68 ; mm
14786 ; capteur   2 ; 65.78 ; mm
14798 ; capteur   3 ; 40.66 ; mm
14809 ; capteur   4 ; 46.54 ; mm
14820 ; temperature ; 29.60 ; °C
14833 ; capteur   1 ; 49.10 ; mm
14846 ; capteur   2 ; 65.12 ; mm
14858 ; capteur   3 ; 41.80 ; mm
14870 ; capteur   4 ; 45.94 ; mm
14880 ; temperature ; 29.60 ; °C
14894 ; capteur   1 ; 49.80 ; mm
14906 ; capteur   2 ; 66.78 ; mm
14918 ; capteur   3 ; 40.40 ; mm
14930 ; capteur   4 ; 44.96 ; mm
14940 ; temperature ; 29.52 ; °C
14953 ; capteur   1 ; 50.22 ; mm
14966 ; capteur   2 ; 64.70 ; mm
14978 ; capteur   3 ; 40.76 ; mm
14990 ; capteur   4 ; 45.24 ; mm
15000 ; temperature ; 29.52 ; °C
15014 ; capteur   1 ; 49.50 ; mm
15026 ; capteur   2 ; 63.68 ; mm
15038 ; capteur   3 ; 40.60 ; mm
15050 ; capteur   4 ; 45.42 ; mm
15060 ; temperature ; 29.43 ; °C
15074 ; capteur   1 ; 49.78 ; mm
15085 ; capteur   2 ; 63.90 ; mm
15098 ; capteur   3 ; 39.98 ; mm
15110 ; capteur   4 ; 45.84 ; mm
15120 ; temperature ; 29.43 ; °C
15134 ; capteur   1 ; 48.46 ; mm
15146 ; capteur   2 ; 64.44 ; mm
15158 ; capteur   3 ; 39.82 ; mm
15170 ; capteur   4 ; 45.60 ; mm
15180 ; temperature ; 29.43 ; °C
15194 ; capteur   1 ; 48.08 ; mm
15205 ; capteur   2 ; 64.84 ; mm
15218 ; capteur   3 ; 40.12 ; mm
15230 ; capteur   4 ; 44.30 ; mm
15240 ; temperature ; 29.43 ; °C
15254 ; capteur   1 ; 47.60 ; mm
15266 ; capteur   2 ; 64.28 ; mm
15278 ; capteur   3 ; 39.16 ; mm
15290 ; capteur   4 ; 44.04 ; mm
15300 ; temperature ; 29.35 ; °C
15314 ; capteur   1 ; 48.90 ; mm
15325 ; capteur   2 ; 63.52 ; mm
15337 ; capteur   3 ; 39.62 ; mm
15350 ; capteur   4 ; 45.78 ; mm
15360 ; temperature ; 29.35 ; °C
15374 ; capteur   1 ; 48.28 ; mm
15386 ; capteur   2 ; 63.34 ; mm
15398 ; capteur   3 ; 39.28 ; mm
15410 ; capteur   4 ; 43.72 ; mm
15420 ; temperature ; 29.35 ; °C
15434 ; capteur   1 ; 48.26 ; mm
15446 ; capteur   2 ; 63.26 ; mm
15457 ; capteur   3 ; 38.94 ; mm
15470 ; capteur   4 ; 43.70 ; mm
15480 ; temperature ; 29.35 ; °C
15494 ; capteur   1 ; 47.44 ; mm
15506 ; capteur   2 ; 63.30 ; mm
15518 ; capteur   3 ; 38.72 ; mm
15530 ; capteur   4 ; 44.42 ; mm
15540 ; temperature ; 29.35 ; °C
15554 ; capteur   1 ; 47.44 ; mm
15566 ; capteur   2 ; 63.14 ; mm
15577 ; capteur   3 ; 38.18 ; mm
15590 ; capteur   4 ; 43.90 ; mm
15600 ; temperature ; 29.35 ; °C
15614 ; capteur   1 ; 48.36 ; mm
15626 ; capteur   2 ; 63.18 ; mm
15638 ; capteur   3 ; 37.54 ; mm
15650 ; capteur   4 ; 43.18 ; mm
15660 ; temperature ; 29.35 ; °C
15674 ; capteur   1 ; 48.08 ; mm
15686 ; capteur   2 ; 62.70 ; mm
15698 ; capteur   3 ; 37.80 ; mm
15709 ; capteur   4 ; 43.48 ; mm
15720 ; temperature ; 29.43 ; °C
15734 ; capteur   1 ; 47.32 ; mm
15746 ; capteur   2 ; 62.78 ; mm
15758 ; capteur   3 ; 37.90 ; mm
15770 ; capteur   4 ; 43.26 ; mm
15780 ; temperature ; 29.43 ; °C
15794 ; capteur   1 ; 47.16 ; mm
15806 ; capteur   2 ; 61.84 ; mm
15818 ; capteur   3 ; 36.86 ; mm
15829 ; capteur   4 ; 42.78 ; mm
15840 ; temperature ; 29.43 ; °C
15854 ; capteur   1 ; 47.62 ; mm
15866 ; capteur   2 ; 61.46 ; mm
15878 ; capteur   3 ; 37.12 ; mm
15890 ; capteur   4 ; 43.42 ; mm
15900 ; temperature ; 29.43 ; °C
15914 ; capteur   1 ; 46.94 ; mm
15926 ; capteur   2 ; 62.16 ; mm
15938 ; capteur   3 ; 37.00 ; mm
15949 ; capteur   4 ; 41.92 ; mm
15960 ; temperature ; 29.43 ; °C
15973 ; capteur   1 ; 47.02 ; mm
15986 ; capteur   2 ; 61.86 ; mm
15998 ; capteur   3 ; 36.86 ; mm
16010 ; capteur   4 ; 41.38 ; mm
16020 ; temperature ; 29.52 ; °C
16034 ; capteur   1 ; 45.76 ; mm
16046 ; capteur   2 ; 61.62 ; mm
16058 ; capteur   3 ; 37.22 ; mm
16070 ; capteur   4 ; 41.24 ; mm
16080 ; temperature ; 29.52 ; °C
16093 ; capteur   1 ; 47.38 ; mm
16106 ; capteur   2 ; 61.66 ; mm
16118 ; capteur   3 ; 37.28 ; mm
16130 ; capteur   4 ; 41.94 ; mm
16140 ; temperature ; 29.52 ; °C
16154 ; capteur   1 ; 47.34 ; mm
16166 ; capteur   2 ; 62.02 ; mm
16178 ; capteur   3 ; 35.86 ; mm
16190 ; capteur   4 ; 40.18 ; mm
16200 ; temperature ; 29.52 ; °C
16213 ; capteur   1 ; 46.98 ; mm
16225 ; capteur   2 ; 61.72 ; mm
16238 ; capteur   3 ; 36.44 ; mm
16250 ; capteur   4 ; 40.96 ; mm
16260 ; temperature ; 29.60 ; °C
16274 ; capteur   1 ; 45.84 ; mm
16286 ; capteur   2 ; 61.46 ; mm
16298 ; capteur   3 ; 36.48 ; mm
16310 ; capteur   4 ; 40.40 ; mm
16320 ; temperature ; 29.60 ; °C
16334 ; capteur   1 ; 46.16 ; mm
16345 ; capteur   2 ; 61.40 ; mm
16358 ; capteur   3 ; 36.06 ; mm
16370 ; capteur   4 ; 40.66 ; mm
16380 ; temperature ; 29.60 ; °C
16394 ; capteur   1 ; 45.62 ; mm
16406 ; capteur   2 ; 61.46 ; mm
16418 ; capteur   3 ; 36.64 ; mm
16430 ; capteur   4 ; 41.64 ; mm
16440 ; temperature ; 29.60 ; °C
16454 ; capteur   1 ; 44.48 ; mm
16465 ; capteur   2 ; 60.90 ; mm
16477 ; capteur   3 ; 34.92 ; mm
16490 ; capteur   4 ; 40.22 ; mm
16500 ; temperature ; 29.69 ; °C
16514 ; capteur   1 ; 45.58 ; mm
16526 ; capteur   2 ; 61.38 ; mm
16538 ; capteur   3 ; 37.50 ; mm
16550 ; capteur   4 ; 41.78 ; mm
16560 ; temperature ; 29.69 ; °C
16574 ; capteur   1 ; 46.42 ; mm
16586 ; capteur   2 ; 59.64 ; mm
16597 ; capteur   3 ; 34.74 ; mm
16610 ; capteur   4 ; 42.16 ; mm
16620 ; temperature ; 29.69 ; °C
16634 ; capteur   1 ; 45.72 ; mm
16646 ; capteur   2 ; 59.96 ; mm
16658 ; capteur   3 ; 34.86 ; mm
16670 ; capteur   4 ; 40.54 ; mm
16680 ; temperature ; 29.69 ; °C
16694 ; capteur   1 ; 44.38 ; mm
16706 ; capteur   2 ; 60.16 ; mm
16717 ; capteur   3 ; 35.26 ; mm
16730 ; capteur   4 ; 40.88 ; mm
16740 ; temperature ; 29.77 ; °C
16754 ; capteur   1 ; 44.70 ; mm
16766 ; capteur   2 ; 61.10 ; mm
16778 ; capteur   3 ; 34.58 ; mm
16790 ; capteur   4 ; 39.94 ; mm
16800 ; temperature ; 29.77 ; °C
16814 ; capteur   1 ; 45.82 ; mm
16826 ; capteur   2 ; 59.06 ; mm
16837 ; capteur   3 ; 34.70 ; mm
16849 ; capteur   4 ; 39.62 ; mm
16860 ; temperature ; 29.77 ; °C
16874 ; capteur   1 ; 44.86 ; mm
16886 ; capteur   2 ; 60.82 ; mm
16898 ; capteur   3 ; 33.72 ; mm
